id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,movementDate1,movementDate2,movementDate3,movementDate1R
62082,Stray,Becky,Chihuahua/Mix,Black,Dog,1 year 9 months.,Female,Adoption,01/06/2019,01/15/2019,Adolescent,1,15,2019,January
62083,Incompatible with owner lifestyle,Sandra,Domestic Short Hair,Tortoiseshell,Cat,1 year 9 months.,Female,Adoption,01/06/2019,01/11/2019,Adolescent,1,11,2019,January
62084,Stray,Lemon,Beagle,Tan and White,Dog,10 years 5 months.,Female,Adoption,01/06/2019,01/19/2019,Mature,1,19,2019,January
62085,Stray,Lucy,Pug/Beagle,Tan,Dog,8 years 8 months.,Female,Reclaimed,01/06/2019,01/08/2019,Mature,1,8,2019,January
62085,Stray,Lucy,Pug/Beagle,Tan,Dog,8 years 8 months.,Female,Foster,01/06/2019,06/09/2021,Mature,6,9,2021,June
62085,Stray,Lucy,Pug/Beagle,Tan,Dog,8 years 8 months.,Female,Adoption,01/06/2019,08/24/2021,Mature,8,24,2021,August
62086,Stray,Scout,Australian Shepherd/Mix,"Brown, Black and White",Dog,1 year 8 months.,Male,Reclaimed,01/06/2019,01/07/2019,Adolescent,1,7,2019,January
62087,Stray,Woody,Domestic Medium Hair,Orange and White,Cat,1 year 9 months.,Male,Adoption,01/06/2019,01/15/2019,Adolescent,1,15,2019,January
62090,Landlord issues,Koa,Domestic Long Hair,Orange,Cat,6 years 0 months.,Male,Adoption,01/07/2019,01/10/2019,Adult,1,10,2019,January
62091,Stray,Mini,Domestic Short Hair,Black and White,Cat,4 years 6 months.,Male,Reclaimed,01/07/2019,01/16/2019,Adult,1,16,2019,January
62092,Stray,Bubba,Corgi/German Shepherd Dog,Black and Tan,Dog,2 years 6 months.,Male,Adoption,01/07/2019,01/22/2019,Adult,1,22,2019,January
62093,Incompatible with owner lifestyle,Lucy Brown,Domestic Short Hair,Torbie,Cat,8 years 6 months.,Female,Transfer,01/07/2019,01/16/2019,Mature,1,16,2019,January
62094,Incompatible with owner lifestyle,Muffin,Lhasa Apso/Poodle,Siver and Black,Dog,8 years 5 months.,Female,Adoption,01/08/2019,01/17/2019,Mature,1,17,2019,January
62095,Incompatible with owner lifestyle,Pepper,Beagle/Australian Shepherd,Tricolour,Dog,12 years 6 months.,Female,Foster,01/08/2019,01/22/2019,Senior,1,22,2019,January
62095,Incompatible with owner lifestyle,Pepper,Beagle/Australian Shepherd,Tricolour,Dog,12 years 6 months.,Female,Adoption,01/08/2019,02/17/2019,Senior,2,17,2019,February
62096,Incompatible with owner lifestyle,Coffee,Lhasa Apso/Poodle,Black and Tan,Dog,7 years 5 months.,Male,Adoption,01/08/2019,01/19/2019,Mature,1,19,2019,January
62097,Incompatible with owner lifestyle,Lena,Leonberger/Mix,Black,Dog,10 years 5 months.,Female,Adoption,01/08/2019,01/19/2019,Mature,1,19,2019,January
62098,Incompatible with owner lifestyle,Sushi,Domestic Medium Hair,White,Cat,4 years 0 months.,Female,Adoption,01/08/2019,01/29/2019,Adult,1,29,2019,January
62100,Unsuitable Accommodation,Cheeto,Domestic Short Hair,Orange and White,Cat,5 years 6 months.,Male,Adoption,01/08/2019,02/23/2019,Adult,2,23,2019,February
62101,Stray,Snugglebutt,Domestic Short Hair,Grey,Cat,4 years 6 months.,Female,Reclaimed,01/08/2019,01/09/2019,Adult,1,9,2019,January
62102,Stray,Farrah,Hound/Bully Breed Mix,White and Tan,Dog,1 year 9 months.,Female,Adoption,01/09/2019,01/20/2019,Adolescent,1,20,2019,January
62103,Behavioral Issues,Goliath,Mastiff/Mix,Black and Brindle,Dog,3 years 6 months.,Male,Transfer,01/09/2019,01/23/2019,Adult,1,23,2019,January
62104,Stray,Buddy,Labrador Retriever/Mix,Black,Dog,2 years 9 months.,Male,Reclaimed,01/09/2019,01/09/2019,Adult,1,9,2019,January
62104,Stray,Buddy,Labrador Retriever/Mix,Black,Dog,2 years 9 months.,Male,Reclaimed,01/09/2019,04/28/2021,Adult,4,28,2021,April
62105,Stray,Brie,Domestic Short Hair,Tortoiseshell,Cat,3 years 5 months.,Female,Adoption,01/09/2019,01/26/2019,Adult,1,26,2019,January
62106,Incompatible with other pets,Cooper,Manx,Black and White,Cat,6 years 4 months.,Male,Adoption,01/09/2019,01/15/2019,Adult,1,15,2019,January
62107,Stray,Izzy,Hound/Rottweiler,Black and Tan,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/22/2019,Adolescent,1,22,2019,January
62107,Stray,Izzy,Hound/Rottweiler,Black and Tan,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/25/2019,Adolescent,1,25,2019,January
62108,Stray,Lookout,Domestic Short Hair,Fawn,Cat,2 years 5 months.,Male,Adoption,01/11/2019,02/01/2019,Adult,2,1,2019,February
62111,Litter relinquishment,Pretty Boy Floyd,Labrador Retriever/Mountain Cur,Black and White,Dog,1 year 8 months.,Male,Adoption,01/11/2019,01/15/2019,Adolescent,1,15,2019,January
62112,Litter relinquishment,Jessie James,Labrador Retriever/Mountain Cur,Black and White,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/15/2019,Adolescent,1,15,2019,January
62113,Litter relinquishment,Baby Face Nelson,Labrador Retriever/Mountain Cur,Black and White,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/15/2019,Adolescent,1,15,2019,January
62114,Litter relinquishment,Butch Cassidy,Labrador Retriever/Mountain Cur,Black and White,Dog,2 years 7 months.,Male,Adoption,01/11/2019,01/15/2019,Adult,1,15,2019,January
62115,Litter relinquishment,Indiana,Labrador Retriever/Mountain Cur,Black and White,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/16/2019,Adolescent,1,16,2019,January
62116,Litter relinquishment,Sundance Kid,Labrador Retriever/Mountain Cur,Black and White,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/16/2019,Adolescent,1,16,2019,January
62117,Litter relinquishment,Ma Barker,Labrador Retriever/Mountain Cur,Black,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/16/2019,Adolescent,1,16,2019,January
62118,Litter relinquishment,Pretty Pants Bandit,Labrador Retriever/Mountain Cur,White and Black,Dog,1 year 8 months.,Female,Adoption,01/11/2019,01/16/2019,Adolescent,1,16,2019,January
62119,Stray,Rosa May,Domestic Short Hair,Torbie,Cat,4 years 5 months.,Female,Adoption,01/11/2019,02/02/2019,Adult,2,2,2019,February
62120,Sick/Injured,HBC Beagle - Minnie,Beagle,Tricolour,Dog,34 years 6 months.,Female,Reclaimed,01/12/2019,01/12/2019,Unknown,1,12,2019,January
62121,Stray,Nugget,Yorkshire Terrier,Golden,Dog,34 years 5 months.,Male,Reclaimed,01/12/2019,01/13/2019,Unknown,1,13,2019,January
62122,Stray,Noah,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Foster,01/13/2019,01/19/2019,Adolescent,1,19,2019,January
62122,Stray,Noah,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Adoption,01/13/2019,01/23/2019,Adolescent,1,23,2019,January
62123,Stray,Leon,Domestic Short Hair,Black,Cat,4 years 6 months.,Male,Adoption,01/13/2019,01/30/2019,Adult,1,30,2019,January
62124,Police Assist,Dirt Ball,Rottweiler,Black and Brown,Dog,2 years 5 months.,Female,Reclaimed,01/14/2019,01/14/2019,Adult,1,14,2019,January
62125,Stray,Tabitha,Domestic Short Hair,"Brown, Black and White",Cat,4 years 5 months.,Female,Adoption,01/14/2019,02/01/2019,Adult,2,1,2019,February
62126,Landlord issues,Jerry,Domestic Short Hair,Black and Brown,Cat,4 years 5 months.,Male,Adoption,01/14/2019,01/25/2019,Adult,1,25,2019,January
62127,Litter relinquishment,Felix,Domestic Short Hair,Black,Cat,1 year 10 months.,Male,Adoption,01/14/2019,01/18/2019,Adolescent,1,18,2019,January
62128,Litter relinquishment,Salem,Domestic Short Hair,Black,Cat,1 year 10 months.,Female,Adoption,01/14/2019,01/18/2019,Adolescent,1,18,2019,January
62129,Litter relinquishment,Sylvester,Domestic Short Hair,Black,Cat,1 year 10 months.,Male,Adoption,01/14/2019,01/19/2019,Adolescent,1,19,2019,January
62130,Landlord issues,Sailor,Bully Breed Mix,Tan and White,Dog,2 years 2 months.,Male,Adoption,01/14/2019,01/25/2019,Adult,1,25,2019,January
62131,Stray,Binks,Domestic Short Hair,Black,Cat,2 years 6 months.,Male,Adoption,01/14/2019,01/29/2019,Adult,1,29,2019,January
62132,Rabies Monitoring,Roscoe,Bully Breed Mix,Black and White,Dog,1 year 9 months.,Male,Reclaimed,01/14/2019,01/24/2019,Adolescent,1,24,2019,January
62133,Stray,Pine,Domestic Short Hair,Grey and White,Cat,2 years 5 months.,Male,Transfer,01/14/2019,01/23/2019,Adult,1,23,2019,January
62135,Transfer from Other Shelter,Ritter,Domestic Short Hair,Orange and White,Cat,12 years 0 months.,Male,Foster,01/15/2019,02/01/2019,Senior,2,1,2019,February
62137,Stray,Annabelle,Hound,Red,Dog,1 year 10 months.,Female,Adoption,01/15/2019,01/25/2019,Adolescent,1,25,2019,January
62137,Stray,Annabelle,Hound,Red,Dog,1 year 10 months.,Female,Adoption,01/15/2019,04/16/2019,Adolescent,4,16,2019,April
62138,Incompatible with owner lifestyle,Apollo,Bully Breed Mix,Black,Dog,2 years 2 months.,Male,Adoption,01/15/2019,01/31/2019,Adult,1,31,2019,January
62139,Police Assist,Foxy,Chihuahua,Tan,Dog,3 years 1 month.,Female,Reclaimed,01/16/2019,01/23/2019,Adult,1,23,2019,January
62140,Stray,Luna May,Border Collie,Black and White,Dog,6 years 6 months.,Female,Reclaimed,01/16/2019,01/16/2019,Adult,1,16,2019,January
62141,Stray,Denver,Mix,Black,Dog,2 years 11 months.,Male,Adoption,01/16/2019,01/24/2019,Adult,1,24,2019,January
62142,Stray,Austin,Mix,Brown and Black,Dog,1 year 7 months.,Male,Adoption,01/16/2019,01/25/2019,Adolescent,1,25,2019,January
62143,Landlord issues,Ozzy,Domestic Long Hair,White and Black,Cat,14 years 5 months.,Male,Adoption,01/16/2019,02/20/2019,Senior,2,20,2019,February
62144,Landlord issues,Gunther,Domestic Long Hair,Black,Cat,13 years 5 months.,Male,Adoption,01/16/2019,02/20/2019,Senior,2,20,2019,February
62145,Stray,Norman,Domestic Long Hair,Orange and White,Cat,4 years 9 months.,Male,Reclaimed,01/16/2019,01/16/2019,Adult,1,16,2019,January
62146,Incompatible with owner lifestyle,Cosmo,Maltese,White,Dog,3 years 0 months.,Male,Adoption,01/16/2019,01/19/2019,Adult,1,19,2019,January
62147,Incompatible with owner lifestyle,Maka (pronunced Meeka),Yorkshire Terrier/Mix,White and Tan,Dog,2 years 4 months.,Female,Adoption,01/16/2019,01/24/2019,Adult,1,24,2019,January
62148,Owner Deceased,Sunny,Domestic Long Hair,Black and Brown,Cat,2 years 5 months.,Male,Adoption,01/16/2019,01/29/2019,Adult,1,29,2019,January
62149,Incompatible with other pets,Remi,Mountain Cur/Mix,Brindle,Dog,5 years 5 months.,Female,Adoption,01/16/2019,02/19/2019,Adult,2,19,2019,February
62150,Owner Deceased,Sage,Domestic Long Hair,Black,Cat,1 year 1 month.,Female,Adoption,01/17/2019,02/09/2019,Adolescent,2,9,2019,February
62150,Owner Deceased,Sage,Domestic Long Hair,Black,Cat,1 year 1 month.,Female,Reclaimed,01/17/2019,03/05/2019,Adolescent,3,5,2019,March
62153,Unsuitable Accommodation,Nova,Boxer/Bully Breed Mix,White and Black,Dog,3 years 5 months.,Female,Foster,01/17/2019,05/05/2019,Adult,5,5,2019,May
62153,Unsuitable Accommodation,Nova,Boxer/Bully Breed Mix,White and Black,Dog,3 years 5 months.,Female,Adoption,01/17/2019,06/11/2019,Adult,6,11,2019,June
62155,Stray,Toots,Domestic Short Hair,Grey and White,Cat,2 years 0 months.,Female,Adoption,01/18/2019,01/31/2019,Adult,1,31,2019,January
62156,Stray,Sersha,Domestic Short Hair,Dilute calico,Cat,2 years 0 months.,Female,Adoption,01/18/2019,02/03/2019,Adult,2,3,2019,February
62158,Incompatible with owner lifestyle,Blue,Bully Breed Mix/Labrador Retriever,Grey,Dog,3 years 2 months.,Female,Adoption,01/18/2019,02/01/2019,Adult,2,1,2019,February
62159,Stray,Ren,Domestic Long Hair,Grey and White,Cat,11 years 5 months.,Male,Reclaimed,01/18/2019,01/26/2019,Senior,1,26,2019,January
62162,Moving,Hollie,Labrador Retriever/Golden Retriever,Golden,Dog,10 years 5 months.,Female,Adoption,01/19/2019,02/01/2019,Mature,2,1,2019,February
62163,Stray,Nibbly,Bully Breed Mix,Black and Tan,Dog,3 years 11 months.,Female,Adoption,01/19/2019,02/15/2019,Adult,2,15,2019,February
62163,Stray,Nibbly,Bully Breed Mix,Black and Tan,Dog,3 years 11 months.,Female,Adoption,01/19/2019,08/17/2019,Adult,8,17,2019,August
62164,Stray,Tiger Lilly,Domestic Short Hair,Black and Brown,Cat,4 years 9 months.,Female,Adoption,01/20/2019,02/20/2019,Adult,2,20,2019,February
62166,Unsuitable Accommodation,Jada,Bully Breed Mix,Brindle,Dog,2 years 5 months.,Female,Adoption,01/22/2019,01/25/2019,Adult,1,25,2019,January
62167,Incompatible with other pets,Moses,Domestic Long Hair,Orange and White,Cat,9 years 9 months.,Male,Adoption,01/22/2019,02/01/2019,Mature,2,1,2019,February
62168,Incompatible with other pets,Nali,Boxer/Australian Cattle Dog,Tan and White,Dog,4 years 5 months.,Female,Foster,01/22/2019,02/20/2019,Adult,2,20,2019,February
62168,Incompatible with other pets,Nali,Boxer/Australian Cattle Dog,Tan and White,Dog,4 years 5 months.,Female,Foster,01/22/2019,05/13/2019,Adult,5,13,2019,May
62168,Incompatible with other pets,Nali,Boxer/Australian Cattle Dog,Tan and White,Dog,4 years 5 months.,Female,Foster,01/22/2019,09/08/2019,Adult,9,8,2019,September
62168,Incompatible with other pets,Nali,Boxer/Australian Cattle Dog,Tan and White,Dog,4 years 5 months.,Female,Adoption,01/22/2019,09/11/2019,Adult,9,11,2019,September
62169,Incompatible with owner lifestyle,Goldie,Golden Retriever,Golden,Dog,2 years 0 months.,Male,Reclaimed,01/22/2019,01/22/2019,Adult,1,22,2019,January
62171,Stray,Cattle Kate,Heeler/Mix,White and Black,Dog,2 years 5 months.,Female,Adoption,01/22/2019,02/08/2019,Adult,2,8,2019,February
62172,Stray,Gibby,Domestic Short Hair,White and Grey,Cat,6 years 5 months.,Male,Reclaimed,01/22/2019,01/29/2019,Adult,1,29,2019,January
62173,Stray,Mike Tyson,Domestic Short Hair,Tortie and White,Cat,3 years 5 months.,Male,Reclaimed,01/23/2019,01/29/2019,Adult,1,29,2019,January
62176,Incompatible with owner lifestyle,Loka,Domestic Medium Hair,Orange,Cat,3 years 0 months.,Male,Adoption,01/23/2019,02/14/2019,Adult,2,14,2019,February
62177,Stray,Bono,Domestic Long Hair,"Brown, Black and White",Cat,3 years 6 months.,Male,Adoption,01/23/2019,02/22/2019,Adult,2,22,2019,February
62178,Unable to Afford,So Cali,Domestic Short Hair,Calico,Cat,2 years 3 months.,Female,Adoption,01/23/2019,02/21/2019,Adult,2,21,2019,February
62179,Unable to Afford,Sage,Domestic Long Hair,Black and Brown,Cat,2 years 2 months.,Male,Adoption,01/23/2019,01/30/2019,Adult,1,30,2019,January
62180,Sick/Injured,Wilbur,Domestic Long Hair,Buff,Cat,14 years 0 months.,Female,Reclaimed,01/23/2019,01/24/2019,Senior,1,24,2019,January
62182,Unsuitable Accommodation,Binky,Domestic Long Hair,Orange and White,Cat,5 years 0 months.,Male,Reclaimed,01/24/2019,01/25/2019,Adult,1,25,2019,January
62182,Unsuitable Accommodation,Binky,Domestic Long Hair,Orange and White,Cat,5 years 0 months.,Male,Reclaimed,01/24/2019,03/27/2019,Adult,3,27,2019,March
62183,Unsuitable Accommodation,Big Buddy,Domestic Short Hair,Orange and White,Cat,5 years 4 months.,Male,Reclaimed,01/24/2019,01/25/2019,Adult,1,25,2019,January
62183,Unsuitable Accommodation,Big Buddy,Domestic Short Hair,Orange and White,Cat,5 years 4 months.,Male,Reclaimed,01/24/2019,03/27/2019,Adult,3,27,2019,March
62186,Stray,Toffs,Domestic Short Hair,Black and White,Cat,2 years 5 months.,Male,Adoption,01/24/2019,02/17/2019,Adult,2,17,2019,February
62189,Incompatible with owner lifestyle,Little Bell,Domestic Short Hair,Brown and Black,Cat,2 years 5 months.,Male,Adoption,01/25/2019,02/01/2019,Adult,2,1,2019,February
62190,Incompatible with owner lifestyle,Midnight,Domestic Short Hair,Black,Cat,10 years 5 months.,Male,Adoption,01/25/2019,02/01/2019,Mature,2,1,2019,February
62191,Incompatible with owner lifestyle,Gizmo,Domestic Medium Hair,White and Grey,Cat,7 years 5 months.,Male,Adoption,01/25/2019,02/01/2019,Mature,2,1,2019,February
62192,Stray,Mona,Domestic Short Hair,Torbie,Cat,4 years 6 months.,Female,Foster,01/25/2019,03/05/2019,Adult,3,5,2019,March
62192,Stray,Mona,Domestic Short Hair,Torbie,Cat,4 years 6 months.,Female,Adoption,01/25/2019,08/06/2019,Adult,8,6,2019,August
62193,Allergies,Kittu,Domestic Short Hair,Black,Cat,8 years 5 months.,Female,Adoption,01/25/2019,03/01/2019,Mature,3,1,2019,March
62194,Allergies,Little Jon,Domestic Short Hair,Black and White,Cat,9 years 2 months.,Male,Adoption,01/25/2019,02/18/2019,Mature,2,18,2019,February
62195,Stray,Gator,Australian Cattle Dog,Tricolour,Dog,11 years 5 months.,Male,Reclaimed,01/25/2019,01/26/2019,Senior,1,26,2019,January
62196,Stray,Basil,German Shepherd Dog,Black and Tan,Dog,2 years 7 months.,Male,Reclaimed,01/25/2019,01/26/2019,Adult,1,26,2019,January
62197,Stray,Glorious Locks,Domestic Long Hair,Brown and Black,Cat,34 years 5 months.,Unknown,Transfer,01/26/2019,02/18/2019,Unknown,2,18,2019,February
62198,Stray,May,Shep Mix,Red and Black,Dog,1 year 7 months.,Female,Adoption,01/26/2019,02/05/2019,Adolescent,2,5,2019,February
62199,Litter relinquishment,Frankie,"Schnauzer, Standard/Labrador Retriever",Black and White,Dog,1 year 6 months.,Female,Foster,01/26/2019,01/29/2019,Adolescent,1,29,2019,January
62199,Litter relinquishment,Frankie,"Schnauzer, Standard/Labrador Retriever",Black and White,Dog,1 year 6 months.,Female,Adoption,01/26/2019,02/12/2019,Adolescent,2,12,2019,February
62200,Litter relinquishment,Bill,"Schnauzer, Standard/Labrador Retriever",Brown and White,Dog,1 year 6 months.,Male,Foster,01/26/2019,01/29/2019,Adolescent,1,29,2019,January
62200,Litter relinquishment,Bill,"Schnauzer, Standard/Labrador Retriever",Brown and White,Dog,1 year 6 months.,Male,Adoption,01/26/2019,02/06/2019,Adolescent,2,6,2019,February
62201,Litter relinquishment,Ben,"Schnauzer, Standard/Labrador Retriever",Black,Dog,1 year 6 months.,Male,Foster,01/26/2019,01/29/2019,Adolescent,1,29,2019,January
62201,Litter relinquishment,Ben,"Schnauzer, Standard/Labrador Retriever",Black,Dog,1 year 6 months.,Male,Adoption,01/26/2019,02/08/2019,Adolescent,2,8,2019,February
62202,Litter relinquishment,Beverly,"Schnauzer, Standard/Labrador Retriever",Brown and Black,Dog,1 year 6 months.,Female,Foster,01/26/2019,01/29/2019,Adolescent,1,29,2019,January
62202,Litter relinquishment,Beverly,"Schnauzer, Standard/Labrador Retriever",Brown and Black,Dog,1 year 6 months.,Female,Adoption,01/26/2019,02/06/2019,Adolescent,2,6,2019,February
62203,Litter relinquishment,Dawg,"Schnauzer, Standard/Labrador Retriever",Tan and Brown,Dog,2 years 4 months.,Male,Foster,01/26/2019,01/29/2019,Adult,1,29,2019,January
62203,Litter relinquishment,Dawg,"Schnauzer, Standard/Labrador Retriever",Tan and Brown,Dog,2 years 4 months.,Male,Adoption,01/26/2019,02/07/2019,Adult,2,7,2019,February
62203,Litter relinquishment,Dawg,"Schnauzer, Standard/Labrador Retriever",Tan and Brown,Dog,2 years 4 months.,Male,Reclaimed,01/26/2019,03/13/2021,Adult,3,13,2021,March
62205,Stray,Mini,Domestic Short Hair,Black and White,Cat,6 years 5 months.,Female,Reclaimed,01/26/2019,01/26/2019,Adult,1,26,2019,January
62205,Stray,Mini,Domestic Short Hair,Black and White,Cat,6 years 5 months.,Female,Reclaimed,01/26/2019,05/10/2019,Adult,5,10,2019,May
62205,Stray,Mini,Domestic Short Hair,Black and White,Cat,6 years 5 months.,Female,Reclaimed,01/26/2019,05/24/2019,Adult,5,24,2019,May
62206,Incompatible with owner lifestyle,Kasie,Domestic Short Hair,"Brown, Black and White",Cat,10 years 5 months.,Female,Adoption,01/26/2019,02/01/2019,Mature,2,1,2019,February
62207,Stray,Chirp,Domestic Short Hair,Tortoiseshell,Cat,7 years 5 months.,Female,Adoption,01/26/2019,02/12/2019,Mature,2,12,2019,February
62208,Stray,Foxy Cleopatra,Domestic Long Hair,Dilute tortoiseshell,Cat,5 years 5 months.,Female,Adoption,01/27/2019,02/05/2019,Adult,2,5,2019,February
62208,Stray,Foxy Cleopatra,Domestic Long Hair,Dilute tortoiseshell,Cat,5 years 5 months.,Female,Adoption,01/27/2019,02/19/2019,Adult,2,19,2019,February
62210,Stray,Flexi,Domestic Short Hair,Black and grey,Cat,4 years 5 months.,Male,Transfer,01/28/2019,02/18/2019,Adult,2,18,2019,February
62211,Stray,Gidget,Hound/Mix,Red and White,Dog,3 years 11 months.,Female,Reclaimed,01/28/2019,01/28/2019,Adult,1,28,2019,January
62214,Unable to Afford,Baby Kitty,Domestic Short Hair,Black and White,Cat,4 years 5 months.,Female,Adoption,01/28/2019,02/22/2019,Adult,2,22,2019,February
62215,Unable to Afford,Stripey,Domestic Short Hair,Black and grey,Cat,4 years 5 months.,Male,Adoption,01/28/2019,03/02/2019,Adult,3,2,2019,March
62216,Unable to Afford,Shadow,Domestic Short Hair,Black,Cat,5 years 6 months.,Male,Foster,01/28/2019,02/14/2019,Adult,2,14,2019,February
62216,Unable to Afford,Shadow,Domestic Short Hair,Black,Cat,5 years 6 months.,Male,Adoption,01/28/2019,05/16/2019,Adult,5,16,2019,May
62217,Unable to Afford,Sketchers,Domestic Short Hair,Black and White,Cat,4 years 5 months.,Female,Transfer,01/28/2019,01/29/2019,Adult,1,29,2019,January
